Ticket ID,Customer ID,Customer Name,Email Address,Phone Number,Support Issue Category,Issue Description,Ticket Priority,Ticket Status,Support Representative,Resolution Description,Resolution Date,Ticket Created Date,Ticket Closed Date,Customer Satisfaction Rating,Follow-up Status,Customer Location,Product ID (Linked to Issue),Communication Channel,Escalation Level,Resolution Time,Assigned Team
LPYIAMCJ,8ZRSO8Q3,Customer_82BDJ,USVLE@example.com,+1-8938316945,Complaint,Issue description for order 8BWBXDP2BG,Medium,Closed,Representative_QCQH1,Resolution for order 8BWBXDP2BG,2023-12-20,2023-12-10,2023-12-10,3,Completed,Location_22A80,5C8C9V5Y,Chat,Level 2,7,Team_AIE
66FRP3NE,ICW68U3U,Customer_0T8F2,FO173@example.com,+1-9686470057,Complaint,Issue description for order JAC0PGHW24,High,Closed,Representative_RSHO1,Resolution for order JAC0PGHW24,2023-12-20,2023-12-10,2023-12-25,1,Pending,Location_RAG0E,82DRQQ4I,Phone,Level 3,10,Team_V7B
PZ9SK944,N6HNZ4G4,Customer_422KM,XJWAC@example.com,+1-8986282660,Complaint,Issue description for order 08LZQVLG9G,High,Closed,Representative_67QCR,Resolution for order 08LZQVLG9G,2023-12-20,2023-12-01,2023-12-30,4,Pending,Location_IPB4O,ZHT2LRGL,Chat,Level 3,2,Team_8DH
NA2BP7G4,BY088QC4,Customer_5ZPMS,JBM8U@example.com,+1-8745616800,Refund,Issue description for order QMV4SC2QUO,High,Open,Representative_5FBX0,Resolution for order QMV4SC2QUO,2023-12-10,2023-12-01,2023-12-25,4,Pending,Location_FOCUZ,HO2M6SA7,Chat,Level 3,10,Team_SFI
JLC8AVP9,B26C6480,Customer_AE0AZ,0QZ0V@example.com,+1-5512736102,Inquiry,Issue description for order TA26JZOBYC,High,Open,Representative_HI3OE,Resolution for order TA26JZOBYC,2023-12-20,2023-12-20,2023-12-10,1,Completed,Location_YIYMJ,U472DHMX,Chat,Level 3,5,Team_WTM
ZYDHH6UX,JLKGYO55,Customer_YUYO7,6GSHK@example.com,+1-2759312765,Inquiry,Issue description for order FPEC9TCK1E,Medium,In Progress,Representative_L2TVW,Resolution for order FPEC9TCK1E,2023-12-10,2023-12-01,2023-12-30,1,Completed,Location_IHAF2,J9574FX7,Email,Level 3,3,Team_KYP
NHM825SQ,Y626NMHB,Customer_NHNS7,X0CYW@example.com,+1-7943521913,Inquiry,Issue description for order 27U3199AQP,High,Open,Representative_CND5M,Resolution for order 27U3199AQP,2023-12-15,2023-12-10,2023-12-10,4,Completed,Location_BLRAL,XTY8KQN1,Chat,Level 3,7,Team_1JO
7AF7NJYK,9IGG9F72,Customer_BIASJ,HM2Y1@example.com,+1-6063424494,Refund,Issue description for order LIB8B1X1B2,Medium,Open,Representative_56Z17,Resolution for order LIB8B1X1B2,2023-12-20,2023-12-10,2023-12-30,3,Completed,Location_HAWYC,340BXH5O,Phone,Level 1,4,Team_LH6
U2G1BT8X,PLU9VE6P,Customer_V1LJ3,507K7@example.com,+1-8450446143,Inquiry,Issue description for order RN18EH07ZK,High,In Progress,Representative_AY8FF,Resolution for order RN18EH07ZK,2023-12-10,2023-12-01,2023-12-10,2,Pending,Location_M80MZ,30PV54V0,Phone,Level 2,9,Team_MRF
PHXRD168,RP6TTJ7F,Customer_UM1RT,5B0R7@example.com,+1-2831712861,Complaint,Issue description for order 7NR3AVZ9DN,Low,Closed,Representative_63YWJ,Resolution for order 7NR3AVZ9DN,2023-12-15,2023-12-20,2023-12-25,2,Pending,Location_KD4CL,LWHWBSJI,Phone,Level 2,8,Team_LAY
Q4V7WK89,U6JFIB0H,Customer_7JE88,88EOI@example.com,+1-2635138347,Refund,Issue description for order YDWO1T7E6O,Low,In Progress,Representative_AJ4FX,Resolution for order YDWO1T7E6O,2023-12-15,2023-12-01,2023-12-25,4,Completed,Location_TGXGW,KFLFH2F5,Phone,Level 1,7,Team_249
QQV3VYVM,WPH2EYO7,Customer_SELNP,LARSD@example.com,+1-2797534453,Inquiry,Issue description for order 9LPLTQ5SRC,High,Closed,Representative_OUM8I,Resolution for order 9LPLTQ5SRC,2023-12-15,2023-12-10,2023-12-30,2,Pending,Location_NAADT,7DM943NU,Phone,Level 1,7,Team_RW1
BTMO6YUH,NP34T1FL,Customer_PCT9Z,JQHTP@example.com,+1-9599310873,Complaint,Issue description for order 9D0GO2TNBV,Low,In Progress,Representative_D2J0D,Resolution for order 9D0GO2TNBV,2023-12-15,2023-12-20,2023-12-30,1,Completed,Location_YFH4A,ZBBK3MCM,Email,Level 3,8,Team_X78
XQQWPD3E,C3RE889Y,Customer_N7PH9,F9WZL@example.com,+1-8862611550,Refund,Issue description for order 2TO6GNB5O8,Medium,Open,Representative_UHKQP,Resolution for order 2TO6GNB5O8,2023-12-15,2023-12-20,2023-12-10,5,Pending,Location_QDKCL,HV5G57VI,Chat,Level 3,3,Team_D0N
DV221TBE,4OPKD0T4,Customer_CD1GA,21OL6@example.com,+1-4376622805,Feedback,Issue description for order KC6HBFSZJN,High,Closed,Representative_DV3T7,Resolution for order KC6HBFSZJN,2023-12-10,2023-12-10,2023-12-10,2,Pending,Location_1YY48,UZ9YVIRF,Email,Level 2,2,Team_LCW
L6XW2MRV,QD0RGV9O,Customer_E4RD5,5854I@example.com,+1-6292015431,Complaint,Issue description for order B9LVC1FIXJ,High,Closed,Representative_E2KAB,Resolution for order B9LVC1FIXJ,2023-12-10,2023-12-10,2023-12-25,3,Completed,Location_QT3Q7,5401H5AS,Phone,Level 3,9,Team_N09
OF5L6Q09,4XGQ70F6,Customer_ZT6LS,I45W4@example.com,+1-7953818687,Feedback,Issue description for order P0WVRJX5F1,Medium,In Progress,Representative_NT8PO,Resolution for order P0WVRJX5F1,2023-12-15,2023-12-20,2023-12-30,2,Completed,Location_3W795,8K1NBVQ7,Phone,Level 1,7,Team_3W9
MDE1NUUQ,9PFSRWES,Customer_QOMVG,LYN4X@example.com,+1-6531188638,Inquiry,Issue description for order R89PRB00GG,Low,Open,Representative_VQEBG,Resolution for order R89PRB00GG,2023-12-20,2023-12-10,2023-12-10,4,Completed,Location_AU36P,30NTVKKF,Email,Level 1,4,Team_0A4
EA0Q7IHJ,3VBXSOUW,Customer_TFD3R,NVSVW@example.com,+1-9785707082,Feedback,Issue description for order NVF6K11AIC,High,Open,Representative_EEBXH,Resolution for order NVF6K11AIC,2023-12-10,2023-12-10,2023-12-30,5,Completed,Location_K491W,N03GXV6J,Email,Level 2,6,Team_29U
9B50QO4E,LZLI6APU,Customer_8544A,NKJF5@example.com,+1-3815852258,Refund,Issue description for order ZJ2TSN5MS2,Low,Closed,Representative_QSFV5,Resolution for order ZJ2TSN5MS2,2023-12-20,2023-12-10,2023-12-30,5,Pending,Location_3SKEC,NQYKBA4D,Email,Level 3,10,Team_87K
S8B7BCL7,QQ18XYQ0,Customer_U25JE,5N2XA@example.com,+1-2312929506,Complaint,Issue description for order HC9MBDB9Q5,High,Closed,Representative_3KM17,Resolution for order HC9MBDB9Q5,2023-12-20,2023-12-20,2023-12-25,5,Completed,Location_GUWL4,WPUSI9A3,Chat,Level 2,5,Team_CZ9
TX2FWD2K,VI3IFLYD,Customer_EDJ22,K7HQI@example.com,+1-7126387455,Inquiry,Issue description for order 4SHKDESRIF,High,Closed,Representative_NIDLQ,Resolution for order 4SHKDESRIF,2023-12-10,2023-12-20,2023-12-25,3,Completed,Location_2JUA7,P8Q0AZMK,Chat,Level 2,7,Team_UPC
S6MORT0N,PWTL2K0K,Customer_YBUSN,P52R0@example.com,+1-4808204667,Refund,Issue description for order D69QO60R5H,Low,Open,Representative_03VTU,Resolution for order D69QO60R5H,2023-12-10,2023-12-10,2023-12-30,1,Pending,Location_M4IIQ,4IOGL4TR,Email,Level 3,7,Team_1XL
Q4GEGE00,3RTNKR47,Customer_T0PT7,0POUG@example.com,+1-1240400021,Inquiry,Issue description for order WEHZYCPHID,Low,In Progress,Representative_ULZQ4,Resolution for order WEHZYCPHID,2023-12-15,2023-12-20,2023-12-10,4,Pending,Location_3LA3L,B8K1SV0L,Phone,Level 3,5,Team_FTN
M1CFN2KI,FXAGCDWH,Customer_LK7U8,VK0Z5@example.com,+1-6372967409,Feedback,Issue description for order TFKLRZST1L,Low,In Progress,Representative_OSBCV,Resolution for order TFKLRZST1L,2023-12-15,2023-12-01,2023-12-30,1,Completed,Location_S6GH7,99DXGQ8S,Phone,Level 1,7,Team_S2E
KIXT0M5N,5E20G536,Customer_8SUDI,7QABF@example.com,+1-2853257637,Feedback,Issue description for order 9GT6ZPQPO7,Low,Closed,Representative_U5OP6,Resolution for order 9GT6ZPQPO7,2023-12-10,2023-12-10,2023-12-30,5,Pending,Location_C60UO,KKVQUUI9,Chat,Level 3,3,Team_86T
7CT99R8L,EIUK120Q,Customer_CQNQ6,XENUM@example.com,+1-5099608714,Feedback,Issue description for order XR1E5XPVMD,Low,Open,Representative_IUK1Q,Resolution for order XR1E5XPVMD,2023-12-15,2023-12-01,2023-12-30,1,Pending,Location_Y10CZ,XB5X5FGD,Email,Level 3,3,Team_CBL
1AZRADLJ,SFW4H182,Customer_ZAZXL,GS9NI@example.com,+1-6551156073,Complaint,Issue description for order EWKTZF0U9T,Medium,Open,Representative_ZRNTL,Resolution for order EWKTZF0U9T,2023-12-10,2023-12-20,2023-12-25,4,Completed,Location_1RAGM,43YPE0K5,Chat,Level 1,1,Team_MYT
TS86BPAK,DLK639EU,Customer_3H82A,08VBJ@example.com,+1-9742282676,Refund,Issue description for order 6UDP22ZE8N,Medium,Closed,Representative_IAQJ9,Resolution for order 6UDP22ZE8N,2023-12-10,2023-12-20,2023-12-25,2,Completed,Location_QRSU1,5OCS7469,Chat,Level 3,6,Team_722
6UWFNTSN,MSTU4BOH,Customer_27084,CZW81@example.com,+1-1225391378,Complaint,Issue description for order O86DQ5J3IH,High,Closed,Representative_C7RP2,Resolution for order O86DQ5J3IH,2023-12-20,2023-12-10,2023-12-25,5,Pending,Location_YL2VG,3TJJAMWE,Email,Level 2,4,Team_G78
12EM8W6E,2ZHJ5R56,Customer_MCEFT,ICK2M@example.com,+1-9234159880,Feedback,Issue description for order FTT25H94D9,Medium,Closed,Representative_2SVCE,Resolution for order FTT25H94D9,2023-12-20,2023-12-01,2023-12-25,1,Completed,Location_3LV5V,AVE3R7KY,Email,Level 2,2,Team_6RM
75V74J0H,6MC7LG8T,Customer_8IZWY,O7FHS@example.com,+1-4958680005,Complaint,Issue description for order 4HRU3HMPH8,Low,Open,Representative_PK42I,Resolution for order 4HRU3HMPH8,2023-12-20,2023-12-20,2023-12-25,3,Completed,Location_AO9GF,1ZN682R0,Phone,Level 3,4,Team_MQ2
1VSPBK7I,Z41SMAP1,Customer_DNJTD,KK6FR@example.com,+1-2541170865,Refund,Issue description for order F02X7Y4U80,Low,In Progress,Representative_7V8IC,Resolution for order F02X7Y4U80,2023-12-15,2023-12-10,2023-12-25,4,Completed,Location_QI2KF,DIHHNLH7,Email,Level 3,9,Team_A4X
NTA2VXY9,81AB3OBH,Customer_ZQHYW,8H1QN@example.com,+1-1488045988,Inquiry,Issue description for order 8V9ZKSX81T,Low,Open,Representative_ID9JV,Resolution for order 8V9ZKSX81T,2023-12-10,2023-12-10,2023-12-30,1,Pending,Location_46M32,U4QB6OGK,Phone,Level 2,5,Team_411
TBUE9FEY,83M2K9GO,Customer_4RM97,TNMFV@example.com,+1-6536923858,Refund,Issue description for order ZG2P83R9US,Low,Open,Representative_5M1QG,Resolution for order ZG2P83R9US,2023-12-15,2023-12-20,2023-12-25,5,Pending,Location_C53CJ,QSJFXMX5,Phone,Level 3,7,Team_8CV
230CGDCF,Z1C32DAA,Customer_LK4YN,1L8ZV@example.com,+1-1098257734,Complaint,Issue description for order OVRD4GIR5U,Low,Open,Representative_QWUGI,Resolution for order OVRD4GIR5U,2023-12-20,2023-12-10,2023-12-30,1,Completed,Location_AJTVC,BOFR9QA6,Chat,Level 3,1,Team_253
PC2GNF20,MUVCCT7O,Customer_91OPA,J3WHT@example.com,+1-8842904503,Refund,Issue description for order UQ5UAL72Z2,Medium,In Progress,Representative_2O0YU,Resolution for order UQ5UAL72Z2,2023-12-15,2023-12-10,2023-12-25,3,Pending,Location_UEEXA,PZRV6S55,Email,Level 3,1,Team_47P
RZ8FGPW6,VXR8S9ES,Customer_KR131,CKMHG@example.com,+1-4885551410,Inquiry,Issue description for order 7ZGSUBLS98,High,Closed,Representative_E9RN8,Resolution for order 7ZGSUBLS98,2023-12-10,2023-12-01,2023-12-30,3,Pending,Location_TTBBD,COUYZK4C,Chat,Level 3,8,Team_ZPU
XZNN1GZ2,GFFLS43T,Customer_QZZCZ,PVVWO@example.com,+1-3859736103,Refund,Issue description for order OUUM99VVVX,Medium,Closed,Representative_3CGRK,Resolution for order OUUM99VVVX,2023-12-15,2023-12-01,2023-12-25,4,Pending,Location_DEC8T,4GX1J7Y9,Email,Level 1,5,Team_I0W
LO7CR3GA,QUZ7KSC7,Customer_4OHNV,EDNW9@example.com,+1-1055646842,Inquiry,Issue description for order Q5R2MCSIRD,Medium,In Progress,Representative_E9ODI,Resolution for order Q5R2MCSIRD,2023-12-10,2023-12-01,2023-12-30,1,Pending,Location_2TOVP,ELKEMNAI,Chat,Level 1,9,Team_BBB
98JITG28,6X03TYB2,Customer_62TAR,HU7OF@example.com,+1-3627421995,Complaint,Issue description for order D80LVLYG4T,High,Closed,Representative_CB3QE,Resolution for order D80LVLYG4T,2023-12-15,2023-12-20,2023-12-10,4,Completed,Location_YVKB8,38PEFB5I,Phone,Level 3,2,Team_YNE
F4HZPK82,H2N6Y6TU,Customer_0W6ZW,A810C@example.com,+1-9094156123,Inquiry,Issue description for order FVCA7AHH0W,High,Open,Representative_C49II,Resolution for order FVCA7AHH0W,2023-12-15,2023-12-10,2023-12-30,2,Completed,Location_CS6VL,3TTFN1J6,Phone,Level 2,9,Team_FFS
YHMS5WY1,PXQZXG39,Customer_QGVIY,1I40K@example.com,+1-4897967952,Refund,Issue description for order 49MGN164LH,Medium,Open,Representative_FUKH3,Resolution for order 49MGN164LH,2023-12-20,2023-12-10,2023-12-30,3,Pending,Location_UCZSX,9H791FQJ,Email,Level 2,3,Team_P4Z
G9OJNUL1,UVDIMD0A,Customer_RGXDB,JJVRP@example.com,+1-3575395056,Inquiry,Issue description for order 15DTDAFIUW,Low,Closed,Representative_M8CN0,Resolution for order 15DTDAFIUW,2023-12-10,2023-12-01,2023-12-10,3,Pending,Location_4K36F,OCQQLG66,Email,Level 3,2,Team_4CR
SN646ABI,QJEP2R5X,Customer_AXJ5E,JSEL6@example.com,+1-3881223656,Refund,Issue description for order XWDX5V1CAD,Medium,Closed,Representative_5ROL3,Resolution for order XWDX5V1CAD,2023-12-15,2023-12-10,2023-12-10,2,Completed,Location_HWAYQ,QG0L01EH,Phone,Level 2,10,Team_K7O
TFDOK2KL,66NQ652Z,Customer_ZOGBB,5QC88@example.com,+1-9086441211,Feedback,Issue description for order G2ZTHV80AP,Medium,Open,Representative_L8HD3,Resolution for order G2ZTHV80AP,2023-12-20,2023-12-10,2023-12-30,2,Completed,Location_HN1KY,RNTHCY5E,Chat,Level 1,5,Team_I2W
9WWULDO5,WO6M0S65,Customer_L0VX0,GAHXP@example.com,+1-8085597854,Complaint,Issue description for order T38SYAND7E,Medium,Open,Representative_BLZ9L,Resolution for order T38SYAND7E,2023-12-15,2023-12-01,2023-12-10,2,Completed,Location_TFN7G,5W7TRWJU,Phone,Level 1,1,Team_YDW
EHVAV30R,GJDJOIZU,Customer_PFOFS,K5O1O@example.com,+1-3690048238,Inquiry,Issue description for order A01E30I28S,High,Open,Representative_COEWL,Resolution for order A01E30I28S,2023-12-20,2023-12-10,2023-12-25,5,Completed,Location_9KTB6,JY3Z27JK,Email,Level 3,8,Team_4G1
ZZZPH4Z2,LGUY242G,Customer_5Q37D,HRG8O@example.com,+1-7338765795,Complaint,Issue description for order 8VVDNF1M5I,Medium,In Progress,Representative_BPFOE,Resolution for order 8VVDNF1M5I,2023-12-20,2023-12-10,2023-12-10,5,Completed,Location_XONFT,86LE9Z8Q,Phone,Level 1,8,Team_5IY
PEJ8NE2K,PPNY4WIT,Customer_PMTSB,VQICU@example.com,+1-6349164371,Complaint,Issue description for order ENPAMAKJM1,High,In Progress,Representative_6G51W,Resolution for order ENPAMAKJM1,2023-12-20,2023-12-10,2023-12-25,2,Completed,Location_C9BOD,YWOJBETV,Phone,Level 3,4,Team_RZ7
4SVYXWDN,OPRUVYO3,Customer_3ZYC6,4X8NV@example.com,+1-5099998811,Feedback,Issue description for order ZNU34SS3PO,Medium,Open,Representative_FLRC5,Resolution for order ZNU34SS3PO,2023-12-15,2023-12-10,2023-12-10,5,Completed,Location_R18Z9,YRLD2S5S,Phone,Level 2,7,Team_4P8
AHF5LFK4,J7ZTMPLF,Customer_7UOI0,BZHJN@example.com,+1-6603449642,Inquiry,Issue description for order MHWKUGOCAZ,High,Open,Representative_AKVIC,Resolution for order MHWKUGOCAZ,2023-12-15,2023-12-10,2023-12-10,2,Pending,Location_13R6Q,5WZBHDD2,Chat,Level 1,4,Team_5R5
XHLP72YF,0D4I3SQ9,Customer_E8PMZ,KGUWA@example.com,+1-7887508616,Complaint,Issue description for order PZ9MZO11WD,Medium,In Progress,Representative_BJEOM,Resolution for order PZ9MZO11WD,2023-12-15,2023-12-01,2023-12-25,2,Pending,Location_51AZ2,H7E479Y4,Email,Level 2,8,Team_WFS
PW6CPBES,BP2JTHR8,Customer_V0P8A,SJNKY@example.com,+1-5872889856,Inquiry,Issue description for order PWL0OXZA11,Medium,Closed,Representative_R6F0E,Resolution for order PWL0OXZA11,2023-12-10,2023-12-01,2023-12-25,5,Completed,Location_T9ZSK,Y81ZZYSW,Phone,Level 1,6,Team_7NH
YVH3S054,8TWN60OZ,Customer_DW9Y0,6GOBD@example.com,+1-8688017990,Inquiry,Issue description for order 20EP95XZ47,Medium,Open,Representative_0ARR5,Resolution for order 20EP95XZ47,2023-12-10,2023-12-10,2023-12-25,5,Pending,Location_H0FUT,SQZ84WBF,Chat,Level 2,3,Team_MKS
496NZFQJ,LC60Z40M,Customer_GHJYN,476Y8@example.com,+1-4788740929,Inquiry,Issue description for order QOTAI4GGBO,Medium,Open,Representative_J78QR,Resolution for order QOTAI4GGBO,2023-12-15,2023-12-01,2023-12-25,4,Pending,Location_KZ2PQ,D769YIOF,Phone,Level 1,9,Team_YY5
AHML4YRZ,JQXX8L69,Customer_RAS37,K2J73@example.com,+1-7674830446,Feedback,Issue description for order M9QH9XOETC,Low,In Progress,Representative_DW4H4,Resolution for order M9QH9XOETC,2023-12-15,2023-12-20,2023-12-10,5,Pending,Location_82EY8,SZ2A4980,Email,Level 1,6,Team_61R
7LITOIEA,388Y5NWO,Customer_4V2HM,WEARE@example.com,+1-5875917515,Feedback,Issue description for order 9XVGD3UDA9,Low,Open,Representative_UTCK3,Resolution for order 9XVGD3UDA9,2023-12-15,2023-12-10,2023-12-10,1,Completed,Location_LM68S,JA0MZCUJ,Email,Level 2,1,Team_02K
VKYV6P9S,E8L89NT7,Customer_8RM3J,0X058@example.com,+1-7204721492,Inquiry,Issue description for order ZRXFK5O615,High,Open,Representative_R70RZ,Resolution for order ZRXFK5O615,2023-12-15,2023-12-20,2023-12-25,5,Pending,Location_3J61Y,1OPHOAQ5,Phone,Level 3,9,Team_G2I
7C8OCTRU,BVJY6W5T,Customer_MOGWV,G0M7L@example.com,+1-4296983632,Inquiry,Issue description for order XAUJTUHCK9,High,Closed,Representative_3VR1O,Resolution for order XAUJTUHCK9,2023-12-10,2023-12-01,2023-12-10,3,Pending,Location_GV20H,EVW0H84A,Email,Level 3,3,Team_W97
BPCFB3N8,314IFX79,Customer_33DPF,8XA1I@example.com,+1-7092917763,Refund,Issue description for order 79HD9F909A,Medium,In Progress,Representative_5E06R,Resolution for order 79HD9F909A,2023-12-10,2023-12-10,2023-12-25,5,Pending,Location_NN2CW,1HHEFR28,Phone,Level 2,6,Team_X8R
5HDWVTW1,FV7190DN,Customer_JS9CD,SYPBH@example.com,+1-1210562991,Refund,Issue description for order 2TBJZJX8JO,Low,Open,Representative_9WDF3,Resolution for order 2TBJZJX8JO,2023-12-10,2023-12-20,2023-12-30,2,Completed,Location_74K9P,8YWCIYE2,Chat,Level 2,3,Team_N7B
LX9PULRO,CGY3A08H,Customer_5HCXE,MYIXK@example.com,+1-3476796585,Inquiry,Issue description for order NA0XH3IQB9,Low,In Progress,Representative_3JDBS,Resolution for order NA0XH3IQB9,2023-12-15,2023-12-10,2023-12-25,3,Pending,Location_PUXJ9,4RBU85JN,Phone,Level 3,6,Team_MK2
XUM88E4J,HVDA2FTM,Customer_OCNA1,9H31T@example.com,+1-7292674668,Refund,Issue description for order LSC8J4M2ZI,Medium,In Progress,Representative_FQFI8,Resolution for order LSC8J4M2ZI,2023-12-15,2023-12-01,2023-12-25,4,Pending,Location_QKPW8,5K87H72Z,Phone,Level 1,9,Team_A4Y
UF1PZWHQ,M8MYX41O,Customer_HL0VW,KSVX1@example.com,+1-1544714402,Inquiry,Issue description for order EZ3J38DTCX,Low,Closed,Representative_LJXML,Resolution for order EZ3J38DTCX,2023-12-15,2023-12-10,2023-12-10,4,Completed,Location_9TPYQ,DO6U990K,Email,Level 2,6,Team_6F2
CD7GLBZ9,HQO9XSS0,Customer_NGTUG,EL41U@example.com,+1-6782692844,Complaint,Issue description for order 3TR7L674HA,Medium,Closed,Representative_02U1F,Resolution for order 3TR7L674HA,2023-12-15,2023-12-20,2023-12-30,3,Pending,Location_DI09W,MV3TREL5,Chat,Level 1,1,Team_XMY
YPDP38JL,LGEGUNXC,Customer_2CUOJ,YEUD6@example.com,+1-6084824592,Feedback,Issue description for order HF40B6ZMAW,High,Closed,Representative_WJDFT,Resolution for order HF40B6ZMAW,2023-12-20,2023-12-20,2023-12-30,3,Completed,Location_170DT,K4EVH8J4,Email,Level 3,2,Team_6DA
S6JG14ND,U9WGBEZT,Customer_DYF23,OQ254@example.com,+1-4630401346,Feedback,Issue description for order GOXWUF51RC,High,Open,Representative_SIBJL,Resolution for order GOXWUF51RC,2023-12-15,2023-12-10,2023-12-30,3,Completed,Location_G8ZRI,TXBO1Y20,Chat,Level 3,2,Team_WNM
YWUK9OUS,6Y3ZOPNY,Customer_EHNLC,EP1GV@example.com,+1-4767278222,Refund,Issue description for order KQ2O752L6K,Low,In Progress,Representative_KBXAB,Resolution for order KQ2O752L6K,2023-12-20,2023-12-01,2023-12-30,3,Completed,Location_WAIUD,MTMGWVJ5,Phone,Level 2,9,Team_YKG
K0QUCW4P,DBJNT4QE,Customer_A98PZ,WL0DI@example.com,+1-9723475827,Feedback,Issue description for order X8KVPMLU9G,Medium,In Progress,Representative_4IIZ9,Resolution for order X8KVPMLU9G,2023-12-10,2023-12-20,2023-12-10,3,Completed,Location_FO8MG,8JSNUH0L,Chat,Level 3,3,Team_P50
NF6VANG9,WGRMSH1S,Customer_NRQA5,IC9T2@example.com,+1-8111773461,Refund,Issue description for order NDRAGSJ5SV,High,In Progress,Representative_8A3BS,Resolution for order NDRAGSJ5SV,2023-12-20,2023-12-20,2023-12-25,4,Pending,Location_VTEHS,G01TPK8K,Email,Level 3,5,Team_VGE
1X2AINH7,CLPBVV71,Customer_1VUN9,QZZAY@example.com,+1-4845804567,Refund,Issue description for order 09XZNO7ZE5,Medium,In Progress,Representative_VI9UQ,Resolution for order 09XZNO7ZE5,2023-12-20,2023-12-01,2023-12-10,3,Pending,Location_L60GX,0EZAPWIU,Chat,Level 1,1,Team_FIZ
5IQSEQVG,LBQX54SQ,Customer_4DOKC,CLBPS@example.com,+1-9301381834,Inquiry,Issue description for order YV5PCXMBMJ,Medium,Closed,Representative_1V2TG,Resolution for order YV5PCXMBMJ,2023-12-10,2023-12-10,2023-12-30,3,Pending,Location_A4JV2,Z8KKF16F,Email,Level 1,7,Team_D5O
ZQMX1X0M,R4W8HD5Z,Customer_B6LN7,PGOOU@example.com,+1-2074408306,Complaint,Issue description for order 7W0Y57RJKO,High,In Progress,Representative_HN489,Resolution for order 7W0Y57RJKO,2023-12-10,2023-12-20,2023-12-25,2,Completed,Location_4X7FK,ELU269NF,Chat,Level 1,10,Team_QHG
XW4G6XOK,ZSTJUI6F,Customer_61B0S,QF1EC@example.com,+1-3626911989,Inquiry,Issue description for order 2RG8ON1NMD,Low,In Progress,Representative_AICIV,Resolution for order 2RG8ON1NMD,2023-12-20,2023-12-20,2023-12-10,1,Completed,Location_4SFYL,2HW8DXDY,Chat,Level 3,5,Team_XLC
1S9MINRZ,1HZ4BFAE,Customer_WNL94,QP6YB@example.com,+1-8081548050,Refund,Issue description for order BFR54XCNNO,Low,Closed,Representative_QGGL5,Resolution for order BFR54XCNNO,2023-12-10,2023-12-10,2023-12-30,2,Completed,Location_CY5X5,NURE6LB0,Chat,Level 2,1,Team_6D1
P0W1X9IH,ODPAR823,Customer_HWL09,YTSAC@example.com,+1-6256545351,Inquiry,Issue description for order W2I93U3JL6,Medium,In Progress,Representative_UKEZ5,Resolution for order W2I93U3JL6,2023-12-15,2023-12-01,2023-12-10,5,Pending,Location_8NI7T,QKAYHF4H,Phone,Level 1,5,Team_421
WIKXUT3N,2RJIIIPX,Customer_99G4G,2H5R0@example.com,+1-2878896641,Complaint,Issue description for order Y8398FZCKP,High,In Progress,Representative_SMHBM,Resolution for order Y8398FZCKP,2023-12-10,2023-12-20,2023-12-10,3,Pending,Location_4ORVT,J0AMJ40F,Phone,Level 1,3,Team_GN4
B4FCLVQN,V85V0HQZ,Customer_2B2EC,N99PH@example.com,+1-9776128395,Complaint,Issue description for order AGJLADOSRH,Low,Open,Representative_VCE0R,Resolution for order AGJLADOSRH,2023-12-15,2023-12-01,2023-12-10,1,Pending,Location_9KGTA,E9ASPBDU,Chat,Level 3,7,Team_P5W
GAAYNU49,6PN3GLN8,Customer_MPVBP,TOTQG@example.com,+1-9065149930,Refund,Issue description for order QTEO1Z09EA,Medium,Closed,Representative_Q0DQP,Resolution for order QTEO1Z09EA,2023-12-10,2023-12-10,2023-12-25,5,Completed,Location_FJSHV,33XVZ3OA,Chat,Level 2,4,Team_SDE
KEA3LZYY,N6MGY04U,Customer_QFJ4T,LT8VK@example.com,+1-9663965707,Feedback,Issue description for order 4ZGXR94U95,High,Open,Representative_Q7SGY,Resolution for order 4ZGXR94U95,2023-12-15,2023-12-01,2023-12-30,3,Completed,Location_6TYA8,5FAY7Q9V,Phone,Level 2,1,Team_DHU
XORYXG62,O55VSUBF,Customer_ZCCFL,4EBHA@example.com,+1-5194210328,Complaint,Issue description for order 1HOT9H2K1I,Medium,Open,Representative_6SR1Y,Resolution for order 1HOT9H2K1I,2023-12-15,2023-12-01,2023-12-10,5,Completed,Location_DBQPM,GJED06GD,Phone,Level 1,5,Team_O4E
